""	"Acct #"	"Cust #"	"Week #"	"New Rt"	"New Delivery Day"	"New Stop"	"Customer Name"	"DisplayAddressFull"	"X_Longitude"	"Y_Latitude"
"8"	"9577.0"	"0.0"	"Week2"	"78.0"	"T"	"9.0"	"PIXLEY FUNERAL HOME"	"322 WEST UNIVERSITY, ROCHESTER MI 48307 US,   US"	"-83.137107"	"42.682446"
"19"	"16015.0"	"1.0"	"Week1"	"78.0"	"R"	"4.0"	"ADVANCED BORING & TOOL"	"1001 W. 13 MILE RD, MADISON HEIGHTS MI 48071 US,   US"	"-83.116484"	"42.518841"
"31"	"17364.0"	"0.0"	"Week1"	"78.0"	"T"	"23.0"	"DAWG HOUSE, THE"	"224 W. GENESEE ST., LAPEER MI 48446 US,   US"	"-83.308312"	"43.05108"
"52"	"19396.0"	"0.0"	"Week4"	"78.0"	"R"	"23.0"	"DIENER FUNERAL HOME"	"705 N MAIN ST., CLAWSON MI 48017 US,   US"	"-83.14709"	"42.538756"
"79"	"22457.0"	"0.0"	"Week1"	"78.0"	"T"	"11.0"	"CLUB VENETIAN"	"29310 JOHN R, MADISON HEIGHTS MI 48071 US,   US"	"-83.104791"	"42.507269"
"83"	"22838.0"	"0.0"	"Week4"	"78.0"	"T"	"15.0"	"DEBBY'S DOLLAR"	"58952 VANDYKE, WASHINGTON TWP MI 48094 US,   US"	"-83.033964"	"42.727066"
"85"	"22859.0"	"1.0"	"Week2"	"78.0"	"M"	"28.0"	"DMC MEDICAL GROUP"	"19460 GRAND RIVER, DETROIT MI 48223 US,   US"	"-83.233437"	"42.40711"
"101"	"24029.0"	"0.0"	"Week1"	"78.0"	"F"	"19.0"	"ROYAL OAK THEATER"	"318 W 4TH ST., ROYAL OAK MI 48067 US,   US"	"-83.147393"	"42.487354"
"102"	"24041.0"	"0.0"	"Week1"	"78.0"	"R"	"6.0"	"ANGELO'S"	"34834 VANDYKE, STERLING HEIGHTS MI 48312 US,   US"	"-83.028204"	"42.550143"
"109"	"24187.0"	"0.0"	"Week1"	"78.0"	"T"	"21.0"	"MACKENZIE TAVERN"	"40860 VANDYKE, STERLING HEIGHTS MI 48313 US,   US"	"-83.028616"	"42.59452"
"113"	"24214.0"	"0.0"	"Week1"	"78.0"	"W"	"11.0"	"DRAGON PHOENIX CHINESE REST."	"18411 HALL RD, MACOMB MI 48044 US,   US"	"-82.938151"	"42.62932"
"119"	"24251.0"	"0.0"	"Week1"	"78.0"	"F"	"6.0"	"THE TELWAY"	"27000 JOHN R, MADISON HEIGHTS MI 48071 US,   US"	"-83.104997"	"42.491057"
"128"	"24384.0"	"0.0"	"Week1"	"78.0"	"F"	"21.0"	"CHICKEN SHACK"	"1320 E 11 MILE RD, ROYAL OAK MI 48067 US,   US"	"-83.128567"	"42.49007"
"130"	"24398.0"	"0.0"	"Week1"	"78.0"	"M"	"20.0"	"GOLDEN HARVEST"	"6880 12 MILE ROAD, WARREN MI 48092 US,   US"	"-83.034328"	"42.505934"
"131"	"24507.0"	"0.0"	"Week1"	"78.0"	"W"	"7.0"	"ZERILLI'S BAKERY"	"42171 GARFIELD RD, CLINTON TOWNSHIP MI 48038 US,   US"	"-82.953639"	"42.60678"
