""	"Acct #"	"Cust #"	"New Delivery Day"	"Allaint Sequence"	"Customer Name"	"Address"	"X_Longitude"	"Y_Latitude"
"428"	"32512"	"0"	"F"	""	"CROWN PLAZA DETROIT"	"2 WASHINGTON BLVD, DETROIT MI 48226 US"	"-83.047648"	"42.328019"
"429"	"33104"	"1"	"F"	""	"ANITA'S KITCHEN DETROIT"	"150 W. JEFFERSON AVENUE, DETROIT MI 48226 US"	"-83.046576"	"42.328418"
"430"	"33572"	"0"	"F"	""	"METRO HOSPITALITY MANAGEMENT"	"205 W. CONGRESS ST, DETROIT MI 48226 US"	"-83.048158"	"42.32902"
"431"	"24726"	"0"	"F"	""	"GOURMET DELI REN CEN          "	"500 RENAISSANCE CENTRE, DETROIT MI 48243 US"	"-83.038318"	"42.33019"
"432"	"28231"	"0"	"F"	""	"CLIQUE RESTAURANT             "	"1326 E JEFFERSON, DETROIT MI 48207 US"	"-83.033412"	"42.333063"
"433"	"99051"	"29"	"F"	""	"JET'S PIZZA MI-081"	"3420 E. JEFFERSON, DETROIT MI 48207 US"	"-83.012039"	"42.342112"
"434"	"33681"	"0"	"F"	""	"BELLE ISLE PIZZA"	"7869 EAST JEFFERSON, DETROIT MI 48214 US"	"-82.995787"	"42.351092"
"435"	"33499"	"3"	"F"	""	"M 04 FUELS LLC-SHELL"	"6300 E. JEFFERSON, DETROIT MI 48207 US"	"-83.009404"	"42.34338"
"436"	"26414"	"0"	"F"	""	"THEY SAY                      "	"267 JOSEPH CAMPAU, DETROIT MI 48207 US"	"-83.019119"	"42.338226"
"437"	"31283"	"1"	"F"	""	"THE RED HOOK DOWNTOWN"	"2761 E. JEFFERSON AVENUE, DETROIT MI 48207 US"	"-83.0202265"	"42.339727"
"438"	"33499"	"1"	"F"	""	"M 03 FUELS LLC-BP"	"2600 E. JEFFERSON, DETROIT MI 48207 US"	"-83.022175"	"42.33817"
"439"	"23532"	"0"	"F"	""	"FAMILY FAIR FOOD CENTER       "	"700 CHENE, DETROIT MI 48207 US"	"-83.023509"	"42.340815"
"440"	"24808"	"0"	"F"	""	"FLOOD'S BAR & GRILL           "	"731 ST ANTOINE, DETROIT MI 48226 US"	"-83.040336"	"42.33435"
"441"	"99062"	"58"	"F"	""	"CITY MARKET #4220"	"575 BRUSH STREET, DETROIT MI 48226 US"	"-83.0420275"	"42.3315871"
"442"	"24733"	"0"	"F"	""	"THE PLAYERS CLUB              "	"3321 E. JEFFERSON, DETROIT MI 48207 US"	"-83.014424"	"42.342287"
"443"	"99161"	"58"	"F"	""	"CITY MARKET #4226 FIRST AID"	"575 BRUSH STREET, DETROIT MI 48226 US"	"-83.0420275"	"42.3315871"
"444"	"99033"	"84"	"F"	""	"EUREST UNIT #24895"	"600 E. LAFAYETTE, DETROIT MI 48226 US"	"-83.039014"	"42.334325"
"445"	"30313"	"0"	"F"	""	"CADILLAC SQUARE DINER"	"111 CADILLAC SQUARE, DETROIT MI 48226 US"	"-83.044353"	"42.331945"
"446"	"32879"	"2"	"F"	""	"MR. KABOB XPRESS-DETROIT"	"119 MONROE ST, DETROIT MI 48226 US"	"-83.04538"	"42.333748"
"447"	"99033"	"89"	"F"	""	"MARKETPLACE CAFE #30385"	"1 CAMPUS MARTIUS, DETROIT MI 48226 US"	"-83.046762"	"42.332562"
"448"	"99033"	"85"	"F"	""	"BEDROCK MGMT QZINE #25623"	"611 WOODWARD AVE, DETROIT MI 48226 US"	"-83.046847"	"42.330593"
"449"	"27964"	"0"	"F"	""	"AMERICAN CONEY ISLAND         "	"114 W LAFAYETTE, DETROIT MI 48228 US"	"-83.048644"	"42.331471"
"450"	"31269"	"0"	"F"	""	"MIKE'S KABOB GRILLE"	"719 GRISWOLD ST, DETROIT MI 48226 US"	"-83.048018"	"42.330767"
"451"	"32700"	"0"	"F"	""	"TOMMY'S DETROIT BAR & GRILL"	"624 THIRD STREET, DETROIT MI 48226 US"	"-83.053673"	"42.327304"
"452"	"99033"	"91"	"F"	""	"CRANES CATERING 30634"	"611 WOODWARD AVE, DETROIT MI 48226 US"	"-83.046847"	"42.330593"
"453"	"33188"	"0"	"M"	""	"HALL STAR GRILL"	"11840 MORANG, DETROIT MI 48224 US"	"-82.950633"	"42.426646"
"454"	"33679"	"0"	"M"	""	"DETROIT SPICE GRILL"	"16849 HARPER, DETROIT MI 48224 US"	"-82.938841"	"42.41545"
"455"	"99051"	"19"	"M"	""	"JET'S PIZZA MI-021"	"17646 MACK AVE, GROSSE POINT MI 48230 US"	"-82.917716"	"42.400927"
"456"	"33270"	"1"	"M"	""	"NOORJAHAN INDIAN CUISINE"	"16624 MACK AVE, GROSSE POINTE MI 48230 US"	"-82.923449"	"42.394158"
"457"	"99033"	"258"	"M"	""	"MORRISON LIVING RIVERTOWN "	"250 MCDOUGAL, DETROIT MI 48027 US"	"-83.01629"	"42.338734"
"458"	"24861"	"0"	"M"	""	"LUNCH BOX DELI                "	"17018 MACK AVE., GROSSE POINTE MI 48230 US"	"-82.922654"	"42.394457"
"459"	"33015"	"0"	"M"	""	"TCBY"	"17045 KERCHEVAL, GROSSE POINTE MI 48230 US"	"-82.916191"	"42.390468"
"460"	"30215"	"0"	"M"	""	"SIDE STREET DINER"	"630 ST CLAIR ST, GROSSE POINT MI 48230 US"	"-82.915024"	"42.390041"
"461"	"99128"	"6"	"M"	""	"BAKEHOUSE 46"	"17118 KERCHEVAL AVENUE, GROSSE POINTE MI 48230 US"	"-82.91506"	"42.390265"
"462"	"24860"	"0"	"M"	""	"GROSSE POINT FARMS, CITY OF   "	"90 KIRBY, GROSSE POINT FARMS MI 48236 US"	"-82.892159"	"42.406613"
"463"	"99033"	"113"	"M"	""	"ST JOHN HOSPITAL #25926"	"22101 MOROSS, DETROIT MI 48236 US"	"-82.914831"	"42.419814"
"464"	"30291"	"0"	"M"	""	"CLEOPATRA GRILL"	"19027 MACK AVE, GROSSE POINT MI 48230 US"	"-82.911158"	"42.41653"
"465"	"33014"	"0"	"M"	""	"TCBY"	"20385 MACK AVENUE, GROSSE POINTE WOODS MI 48236 US"	"-82.908178"	"42.438702"
"466"	"27408"	"0"	"M"	""	"BURRITO MUNDO                 "	"19459 MACK AVE, GROSSE POINTE WOODS MI 48236 US"	"-82.910342"	"42.423346"
"467"	"33330"	"0"	"M"	""	"LITTLE TONYS"	"20513 MACK AVE, GOSSE POINTE WOODS MI 48236 US"	"-82.908024"	"42.440716"
"468"	"31262"	"0"	"M"	""	"CHAMPS ROTISSERIE"	"20515 MACK AVE, GROSSE POINTE MI 48236 US"	"-82.907999"	"42.440786"
"469"	"99055"	"9"	"M"	""	"JET'S PIZZA MI-017"	"20643 MACK AVE, GROSSE PT WOODS MI 48236 US"	"-82.907539"	"42.442817"
"470"	"33270"	"0"	"M"	""	"NOORJAHAN INDIAN CUISINE"	"20641 MACK AVENUE, GROSSE POINTE WOODS MI 48236 US"	"-82.907538"	"42.442769"
