Acct #	Cust #	Week #	New Rt	New Delivery Day	New Stop	Customer Name	DisplayAddressFull	X_Longitude	Y_Latitude	Custom
231010	0	Week1	13	F	1	CHASE CREEK SMOKEHOUSE	7143 DEPOT ST, CHASE MI 49623 US,   US	-85.63774	43.886363	
216207	0	Week1	13	F	2	INDIAN SUMMER-TRUCKING	3958 CHAUVEZ RD., LUDINGTON MI 49431 US,   US	-86.378489	43.906232	
216206	0	Week1	13	F	3	INDIAN SUMMER-P1	3958 CHAUVEZ RD., LUDINGTON MI 49431 US,   US	-86.378489	43.906232	
222222	0	Week1	13	F	4	HACKERT FARMS	3989 W CHAUVEZ RD, LUDINGTON MI 49431 US,   US	-86.37843	43.9050233	
230243	0	Week1	13	F	5	CRYSTAL VALLEY HEATING	7682 N 126 AVE, HART MI 49420 US,   US	-86.242294	43.7822919	2
217029	0	Week2	13	F	5	SA GOLF/LAKESIDE LINKS	5369 CHAUVEZ, LUDINGTON MI 49431 US,   US	-86.412087	43.901139	1
99031	43	Week1	13	F	6	BLARNEY CASTLE #544	223 S State St, Hart MI 49420 US, HART MI 49420 US,   US	-86.36421	43.700257	
217114	0	Week1	13	F	7	GRAY AND COMPANY	3325 W. POLK RD., HART MI 49420 US,   US	-86.3583595	43.6874175	
99147	0	Week1	13	F	8	HANSEN FOODS-PRODUCE	3750 W POLK RD, HART MI 49420 US,   US	-86.371581	43.689335	
99147	1	Week1	13	F	9	HANSEN FOODS-MEAT	3750 W POLK RD, HART MI 49420 US,   US	-86.371581	43.689335	
99147	2	Week1	13	F	10	HANSEN FOODS-GROCERY	3750 W POLK RD, HART MI 49420 US,   US	-86.371581	43.689335	
99147	3	Week1	13	F	11	HANSEN FOODS-BAKERY DELI	3750 W POLK RD, HART MI 49420 US,   US	-86.371581	43.689335	
99031	44	Week1	13	F	12	BLARNEY CASTLE #552	4279 WEST POLK RD, HART MI 49420 US,   US	-86.3849	43.688183	
233401	0	Week1	13	F	13	SANDS RESTAURANT	8448 W HAZEL RD, MEARS MI 49436 US,   US	-86.488719	43.667917	
231942	0	Week1	13	F	14	BIG HART BREWING COMPANY	4086 W. POLK ROAD, HART MI 49420 US,   US	-86.380126	43.689663	
210049	1	Week1	13	F	15	GILLISON'S VARIETY FABRICATION	3860 W MONROE RD, HART MI 49420 US,   US	-86.3753648	43.7621182	
99031	154	Week1	13	F	16	BLARNEY CASTLE #899 EZ MART	9580 N BUS US-31, PENTWATER MI 49449 US,   US	-86.412253	43.817733	
222221	0	Week1	13	F	17	MICH FOOD PROCESSING	5130 S PERE MARQUETTE HWY, LUDINGTON MI 49431-9734,   US	-86.39829	43.8645867	
203646	0	Week1	13	F	18	TOWNS BROTHERS CONST	830 PERE MARQUETTE HIGHWAY, LUDINGTON MI 49431 US,   US	-86.415006	43.941086	
217549	0	Week2	13	F	18	CAL-CHLOR	5379 W 6TH ST. P.O. BOX 622, LUDINGTON MI 49431 US,   US	-86.412365	43.941224	2
229890	0	Week1	13	F	19	SKOOG HEATING & COOLING	1102 S MADISON ST., LUDINGTON MI 49431 US,   US	-86.436709	43.9442672	
228138	0	Week1	13	F	20	BRENDAS HARBOR CAFE	316 S JAMES, LUDINGTON MI 49431 US,   US	-86.447957	43.952878	
99054	13	Week2	13	F	20	CHARTER COMMUNICATIONS	590 S. US31 PERE MARQUETTE, LUDINGTON MI 49431 US,   US	-86.415554	43.945588	2
220672	0	Week1	13	F	21	JAMES PORT BREWING CO.	412 S. JAMES, LUDINGTON MI 49431 US,   US	-86.4482817	43.9521283	
230394	0	Week2	13	F	21	QUICK-WAY, INC.	1004 CONRAD IND. DR, LUDINGTON MI 49431 US,   US	-86.42455	43.9456383	1
228208	0	Week1	13	F	22	JAMES PORT BREWING CO	412 S. JAMES, LUDINGTON MI 49431 US,   US	-86.4482817	43.9521283	
209224	0	Week2	13	F	22	METAL WORKS	901 6TH STREET, LUDINGTON MI 49431 US,   US	-86.4227187	43.9429288	3
229698	0	Week1	13	F	23	LUDINGTON WEST	300 SOUTH RATH, LUDINGTON MI 49431 US,   US	-86.4494315	43.9532657	
221200	0	Week1	13	F	24	CHEF JOHN'S BAKERY	110 W. FILER, LUDINGTON MI 49431 US,   US	-86.448457	43.953709	
228350	0	Week1	13	F	25	EAGLES 1354	108 S HARRISON, LUDINGTON MI 49431 US,   US	-86.446783	43.954897	
231353	0	Week2	13	F	29	LUCIANO'S RISTORANTI	103 W. LUDINGTON AVE., LUDINGTON MI 49431 US,   US	-86.448005	43.955276	2
231338	0	Week2	13	F	30	LENZ-BALDER INSURANCE	201 E COURT ST, LUDINGTON MI 49431 US,   US	-86.4461	43.956825	1
99077	2	Week2	13	F	32	NORTHWEST MI HEALTH-LUDINGTON	920 DIANA ST SUITE 100, LUDINGTON MI 49431 US,   US	-86.432155	43.957413	2
226138	0	Week2	13	F	33	MEDILODGE OF LUDINGTON	1000 E TINKHAM, LUDINGTON MI 49431 US,   US	-86.42835	43.962758	2
220367	1	Week2	13	F	34	DYNAMIC PHYS-LUDINGTON	250 NELSON RD, LUDINGTON MI 49431 US,   US	-86.4237	43.96087	1
220367	2	Week2	13	F	35	DYNAMIC PHYS-LUDINGTON BLDG	250 NELSON DR, LUDINGTON MI 49431 US,   US	-86.4237	43.96087	1
227893	0	Week2	13	F	36	BELA FLORAL	5734 W US 10, LUDINGTON MI 49431 US,   US	-86.422328	43.956553	3
232547	0	Week2	13	F	37	MERCY HEALTH LUDINGTON REHAB	5656 US 10, LUDINGTON MI 49431 US,   US	-86.421398	43.956881	2
886085	6084	Week2	13	F	38	GOODWILL LUDINGTON #233	4781 WEST US 10, LUDINGTON MI 49431 US,   US	-86.397608	43.954878	1
232854	0	Week2	13	F	39	SPARTAN WEST BOWLING	2253 W US HWY 10, LUDINGTON MI 49431 US,   US	-86.335801	43.954677	1
99063	7	Week2	13	F	40	DTE ENERGY	2230 West US 10, LUDINGTON MI 49431 US,   US	-86.3353047	43.9560632	1
224406	0	Week2	13	F	41	STEPHENS FUNERAL CHAPEL	305 E. STATE, SCOTTVILLE MI 49454 US,   US	-86.2756153	43.955073	1
230785	0	Week2	13	F	42	BRIGGS FARMS INC	581 N TUTTLE RD, SCOTTVILLE MI 49454 US,   US	-86.2413733	43.9633717	1
99031	96	Week1	13	M	1	BLARNEY CASTLE OIL #820	4630 HIGH BRIDGE RD., BRETHREN MI 48654 US,   US	-86.0215599	44.3057299	
229489	0	Week1	13	M	2	TRAKS BAR & GRILL	5073 HIGHBRIDGE RD, BRETHERN MI 49619 US,   US	-86.020317	44.312707	
216454	0	Week1	13	M	3	GENTZ FOREST PRODUCTS	4796 Highbridge Rd., Brethren MI 49619 US,   US	-86.0225423	44.3088845	
231873	11	Week1	13	M	4	LRC SLOTS #110	2700 ORCHARD HWY, MANISTEE MI 49660 US,   US	-86.24776	44.285855	
231873	6	Week1	13	M	5	LRC-ADM 260	2700 ORCHARD HWY, MANISTEE MI 49660 US,   US	-86.24776	44.285855	
231873	10	Week1	13	M	6	LRC-RIVER ROCK BAR & GRILL 280	2700 ORCHARD HWY, MANISTEE MI 49660 US,   US	-86.24776	44.285855	
231873	3	Week1	13	M	7	LRC-FOOD COURT 215	2700 ORCHARD HWY, MANISTEE MI 49660 US,   US	-86.24776	44.285855	
231873	8	Week1	13	M	8	LRC-GROUNDS	2700 ORCHARD HWY, MANISTEE MI 49660 US,   US	-86.24776	44.285855	
231873	4	Week1	13	M	9	LRC-BANQUETS 240	2700 ORCHARD HWY, MANISTEE MI 49660 US,   US	-86.24776	44.285855	
231873	7	Week1	13	M	10	LRC-MAINTENANCE	2700 ORCHARD HWY, MANISTEE MI 49660 US,   US	-86.24776	44.285855	
231873	9	Week1	13	M	11	LITTLE RIVER CASINO-EVS	2700 ORCHARD HWY, MANISTEE MI 49660 US,   US	-86.24776	44.285855	
231873	1	Week1	13	M	12	LRC-RAPIDS 200	2700 ORCHARD HWY, MANISTEE MI 49660 US,   US	-86.24776	44.285855	
99031	10	Week1	13	M	13	LRC-STEAKHOUSE 220	2700 ORCHARD HWY, MANISTEE MI 49660 US,   US	-86.24776	44.285855	
231873	0	Week1	13	M	14	LITTLE RIVER CASINO-KITCHENS	2700 ORCHARD HWY, MANISTEE MI 49660 US,   US	-86.24776	44.285855	
228247	0	Week1	13	M	15	LITTLE RIVER INDIANS-COMMODITI	2700 ORCHARD, MANISTEE MI 49660 US,   US	-86.24776	44.285855	
228242	0	Week1	13	M	16	LITTLE RIVER INDIANS-GAMING CO	2840 ORCHARD HIGHWAY SUITE A, MANISTEE MI 49660 US,   US	-86.2447252	44.287057	
228240	0	Week1	13	M	17	LITTLE RIVER INDIANS-NEWLAND	3031 DOMRES ROAD, MANISTEE MI 49660 US,   US	-86.2425838	44.3067756	
228632	0	Week1	13	M	18	AKI COMMUNITY CENTER	2953 SHAW BE QUO UNG, MANISTEE MI 49660 US,   US	-86.2702874	44.2872314	
231160	1	Week1	13	M	19	LITTLE RIVER FITNESS	2608 GOVERNMENT CENTER DR, MANISTEE MI 49660 US,   US	-86.240145	44.284282	
231160	0	Week1	13	M	20	LITTLE RIVER GOVERNMENT CTR	2608 GOVERNMENT CENTER DR, MANISTEE MI 49660 US,   US	-86.240145	44.284282	
230829	0	Week1	13	M	21	LITTLE RIVER TRADING POST	2596 LOON DR, MANISTEE MI 49660 US,   US	-86.2424285	44.2840761	
231138	0	Week1	13	M	22	MANISTEE HEALTH BUILDING LLC	1806 PARKDALE, MANISTEE MI 49660 US,   US	-86.26686	44.274409	1
222752	0	Week3	13	M	22	DYNAMIC PHYSICAL THERAPY	1806 E PARKDALE SUITE 1, MANISTEE MI 49660 US,   US	-86.26686	44.274409	3
99031	101	Week1	13	M	23	BLARNEY CASTLE #746	1021 EAST PARKDALE AVE BLARNEY CASTLE #746, MANIST,   US	-86.283229	44.270403	
99117	15	Week1	13	M	24	WESCO #36	330 PARKDALE AVE, MANISTEE MI 49660 US,   US	-86.303095	44.267848	
228538	0	Week3	13	M	24	FILER CREDIT UNION PARKDALE	1778 KEMMER RD, MANISTEE MI 49600 US,   US	-86.273935	44.272636	1
99031	109	Week1	13	M	25	TEXACO EXPRESS LUBE	315 PARKDALE AVE., MANISTEE MI 49660 US,   US	-86.305254	44.266774	2
232831	0	Week1	13	M	26	KEN'S AUTO REPAIR	4 HAHN RD, MANISTEE MI 49660 US,   US	-86.307983	44.267313	2
227455	0	Week1	13	M	27	BIG ALS	221 PARKDALE AVE, MANISTEE MI 49660 US,   US	-86.310416	44.265668	
232770	0	Week1	13	M	28	DINER 31	267 ARTHUR STR, MANISTEE MI 49660 US,   US	-86.315024	44.263481	1
214819	0	Week1	13	M	29	MUFFLER MAN	245 ARTHUR ST, MANISTEE MI 49660 US,   US	-86.315754	44.262937	
233297	0	Week1	13	M	30	LA RIVIERA MEXICAN GRILL	215 ARTHUR ST, MANISTEE MI 49660 US,   US	-86.315859	44.262082	2
226079	0	Week1	13	M	31	GRAND RENTAL	52 Arthur St., MANISTEE MI 49660 US,   US	-86.31847	44.258322	
