Acct #	Cust #	Week #	New Rt	New Delivery Day	New Stop	Customer Name	DisplayAddressFull	X_Longitude	Y_Latitude	Custom
231514	16	Week1	3	F	1	BOYNE MOUNTAIN-40 ACRES	1 BOYNE MOUNTAIN ROAD, BOYNE FALLS MI 49713 US,   US	-84.929754	45.163049	
231514	13	Week1	3	F	2	BOYNE MOUNTAIN-COMFORT MATS	1 BOYNE MOUNTAIN ROAD, BOYNE FALLS MI 49713 US,   US	-84.929754	45.163049	
231514	18	Week1	3	F	3	BOYNE MTN-AVALANCE BAY WATER	1 BOYNE MOUNTAIN ROAD, BOYNE FALLS MI 49713 US,   US	-84.929754	45.163049	
231514	17	Week1	3	F	4	BOYNE MTN-SPIELLADEN	1 BOYNE MOUNTAIN ROAD, BOYNE FALLS MI 49713 US,   US	-84.929754	45.163049	
231514	11	Week1	3	F	5	BOYNE-BOYNEHOF	1 BOYNE MOUNTAIN ROAD, BOYNE FALLS MI 49713 US,   US	-84.929754	45.163049	
231514	3	Week1	3	F	6	BOYNE-CIVIC CENTER	1 BOYNE MOUNTAIN ROAD, BOYNE FALLS MI 49713 US,   US	-84.929754	45.163049	
231514	6	Week1	3	F	7	BOYNE-CLOCK TOWER LODGE	1 BOYNE MOUNTAIN ROAD, BOYNE FALLS MI 49713 US,   US	-84.929754	45.163049	
231514	4	Week1	3	F	8	BOYNE-DELI STORE	1 BOYNE MOUNTAIN ROAD, BOYNE FALLS MI 49713 US,   US	-84.929754	45.163049	
231514	7	Week1	3	F	9	BOYNE-EDELWEISS	1 BOYNE MOUNTAIN ROAD, BOYNE FALLS MI 49713 US,   US	-84.929754	45.163049	
231514	1	Week1	3	F	10	BOYNE-GRAND MOUNTAIN LODGE	1 BOYNE MOUNTAIN ROAD, BOYNE FALLS MI 49713 US,   US	-84.929754	45.163049	
231514	2	Week1	3	F	11	BOYNE-HELGA HOUSE	1 BOYNE MOUNTAIN ROAD, BOYNE FALLS MI 49713 US,   US	-84.929754	45.163049	
231514	9	Week1	3	F	12	BOYNE-KILWINS	1 BOYNE MOUNTAIN ROAD, BOYNE FALLS MI 49713 US,   US	-84.929754	45.163049	
231514	8	Week1	3	F	13	BOYNE-LAUNDRY	1 BOYNE MOUNTAIN ROAD, BOYNE FALLS MI 49713 US,   US	-84.929754	45.163049	
231514	14	Week1	3	F	14	BOYNE-NORTHFACE	1 BOYNE MOUNTAIN ROAD, BOYNE FALLS MI 49713 US,   US	-84.929754	45.163049	
231514	12	Week1	3	F	15	BOYNE-SKI SHOP	1 BOYNE MOUNTAIN ROAD, BOYNE FALLS MI 49713 US,   US	-84.929754	45.163049	
231514	10	Week1	3	F	16	BOYNE-ZIP LINE	1 BOYNE MOUNTAIN ROAD, BOYNE FALLS MI 49713 US,   US	-84.929754	45.163049	
231514	19	Week1	3	F	17	BOYNE-TROPHY PIZZA	1 BOYNE MOUNTAIN ROAD, BOYNE FALLS MI 49713 US,   US	-84.929754	45.163049	
99046	18	Week1	3	F	18	LOUIE'S MARKET BOYNE	1231 M 75 SOUTH, BOYNE CITY MI 49712 US,   US	-84.9500858939732	45.1857928491708	
99046	3	Week1	3	F	19	BOYNE CITY SHELL OIL	1320 BOYNE AVENUE, BOYNE CITY MI 49712 US,   US	-84.9896062	45.2043553	
223050	0	Week2	3	F	19	M-75 SERVICE CENTER	01196 M-75 SOUTH, BOYNE CITY MI 49712 US,   US	-84.9519487934231	45.1868874496477	3
226987	0	Week1	3	F	20	CITY OF BOYNE CITY-WATER	Lagoon Access Dr, Boyne City MI 49712 US, BOYNE CI,   US	-84.9939359684411	45.212303710106	
232728	0	Week1	3	F	21	STIGGS BREWING COMPANY	112 S. PARK, BOYNE CITY MI 49712 US,   US	-85.013566	45.213099	
229826	0	Week1	3	F	22	LAKE STREET MARKET	306 S. LAKE STREET, BOYNE CITY MI 49712 US,   US	-85.015213	45.211753	
226988	0	Week1	3	F	23	CITY OF BOYNE CITY-DPW	1031 ROBINSON STREET, BOYNE CITY MI 49712 US,   US	-85.0283197	45.2301197	
